city,lat,lon
Annemasse,46.195793667548,6.240596278778
Annecy-le-Vieux,45.917053910731,6.13566407044
Annecy,45.909572670468,6.117598950077
Angoulême,45.651444444445,0.1623888888891
Anglet,43.494041171804,-1.528753371459
Angers,47.4685,-0.555933
Amiens,49.9025,2.3045555555555
Allauch,43.30274,5.4261
Alfortville,48.856614,2.3522219
Alès,,
Alençon,48.4455319865787,0.11083352824315901
Albi,43.92781137,2.145879865
Albertville,45.675107781679,6.389599834955
Ajaccio,41.92466736,8.73567581
Aix-les-Bains,,
Aix-en-Provence,43.52406,5.44958
Agen,44.19209,0.6236900000000001
Agde,,
Achères,49.0459,2.04104
Abbeville,,
Villeneuve-d'Ascq,50.62804999999971,3.090313758184535
Les Ulis,,
Bourgoin-Jallieu,45.60827687874,5.270873912724
Marseille 01,43.30608,5.39579
Marseille 02,43.30608,5.39579
Marseille 03,43.30608,5.39579
Marseille 04,43.30608,5.39579
Marseille 05,43.30608,5.39579
Marseille 06,43.27633,5.39767
Marseille 07,43.27633,5.39767
Marseille 08,43.27633,5.39767
Marseille 10,43.27633,5.39767
Marseille 09,43.27633,5.39767
Marseille 11,43.30274,5.4261
Marseille 12,43.30274,5.4261
Marseille 13,43.30608,5.39579
Marseille 14,43.34808,5.36066
Marseille 15,43.34808,5.36066
Marseille 16,43.34808,5.36066
La Defense,48.9302,2.29421
Saint-Quentin-en-Yvelines,,
Cergy-Pontoise,49.0459,2.04104
